Pretty Formula,A,B,C,D,sus_factor
Li7Fe3(SeO6)2,Fe1+,Se1+,Li1+,O1-,1474.5715281109924
Li7Fe3(SeO6)2,Fe3+,Se4+,Li1+,O2-,1474.5715281109924
Li7Fe3(SeO6)2,Fe3+,Se2-,Li1+,O1-,1474.5715281109924
Li7Fe3(SeO6)2,Fe5+,Se1+,Li1+,O2-,1474.5715281109924
Li7Mn3(ClO6)2,Mn3+,Cl4+,Li1+,O2-,1476.1417991795445
Li7Mn3(ClO6)2,Mn1+,Cl1+,Li1+,O1-,1476.1417991795445
Li7Mn3(ClO6)2,Mn1+,Cl7+,Li1+,O2-,1476.1417991795445
Li7Mn3(ClO6)2,Mn5+,Cl1+,Li1+,O2-,1476.1417991795445
Li7Ca2Mn3O12,Mn5+,Ca1+,Li1+,O2-,1476.5963113557002
Li7Ca2Mn3O12,Mn1+,Ca1+,Li1+,O1-,1476.5963113557002
Li3TiO4,Ti1+,Li1+,Li1+,O1-,1477.4749109939435
Li7Zn3(NO6)2,Zn1+,N1+,Li1+,O1-,1477.77527740834
Li7Mn3(NiO6)2,Mn3+,Ni4+,Li1+,O2-,1478.2630484652423
Li7Mn3(NiO6)2,Mn1+,Ni1+,Li1+,O1-,1478.2630484652423
Li7Mn3(NiO6)2,Mn5+,Ni1+,Li1+,O2-,1478.2630484652423
Li7Mn3(CuO6)2,Mn5+,Cu1+,Li1+,O2-,1478.6592306893515
Li7Mn3(CuO6)2,Mn1+,Cu1+,Li1+,O1-,1478.6592306893515
Li7Mn3(CuO6)2,Mn3+,Cu4+,Li1+,O2-,1478.6592306893515
Li7Zn3(SiO6)2,Zn1+,Si1+,Li1+,O1-,1478.8984412685522
Li7Al2Zn3O12,Zn1+,Al1+,Li1+,O1-,1481.052955708994
Li7Ca3Zn2O12,Ca1+,Zn1+,Li1+,O1-,1482.7498953485108
Li7Cd3In2O12,Cd1+,In1+,Li1+,O1-,1483.3593164049535
Li5ClO6,Li1+,Cl7+,Li1+,O2-,1486.2001848882724
Li5ClO6,Li1+,Cl1+,Li1+,O1-,1486.2001848882724
Li7Zn3(CO6)2,Zn1+,C1+,Li1+,O1-,1486.2454164046383
Li5CaO6,Li1+,Ca1+,Li1+,O1-,1486.5739076258612
Li5NiO6,Li1+,Ni1+,Li1+,O1-,1487.8935430117406
Li5CuO6,Li1+,Cu1+,Li1+,O1-,1488.1959810015476
Li7Ca3(GaO6)2,Ca1+,Ga1+,Li1+,O1-,1489.9462239420398
Li7Zn3(AgO6)2,Zn1+,Ag1+,Li1+,O1-,1494.0375748302945
Li7Ca3(GeO6)2,Ca1+,Ge1+,Li1+,O1-,1494.673121860019
Li7Ti2Mn3O12,Mn5+,Ti1+,Li1+,O2-,1496.4275400053284
Li7Ti2Mn3O12,Mn1-,Ti4+,Li1+,O1-,1496.4275400053284
Li7Ti2Mn3O12,Mn1+,Ti1+,Li1+,O1-,1496.4275400053284
Li7Ti2Mn3O12,Mn3+,Ti4+,Li1+,O2-,1496.4275400053284
Li7Ti3Be2O12,Ti1+,Be1+,Li1+,O1-,1496.551784700606
Li7Mn3(BO6)2,Mn1+,B1+,Li1+,O1-,1498.7057637556313
Li7Mn3(BO6)2,Mn5+,B1+,Li1+,O2-,1498.7057637556313
Li7Ca3(SeO6)2,Ca1+,Se1+,Li1+,O1-,1504.5497324446567
Li7Ti3Zn2O12,Ti1+,Zn1+,Li1+,O1-,1511.4163372807861
Li7Zn3(FeO6)2,Zn1+,Fe1+,Li1+,O1-,1511.8759124939288
Li5TiO6,Li1+,Ti1+,Li1+,O1-,1513.9655168551658
Li7Ti3(GaO6)2,Ti1+,Ga1+,Li1+,O1-,1517.8191796141832
Li7Mg3(CoO6)2,Mg1+,Co1+,Li1+,O1-,1517.8893423397687
Li7Cd3(CoO6)2,Cd1+,Co1+,Li1+,O1-,1518.9529429506151
Li7Mn3(SnO6)2,Mn3+,Sn4+,Li1+,O2-,1519.2564906048592
Li5BO6,Li1+,B1+,Li1+,O1-,1521.995245646318
Li7Ti3(GeO6)2,Ti1+,Ge1+,Li1+,O1-,1522.0303372789826
Li7Ti3(GeO6)2,Ti3+,Ge2-,Li1+,O1-,1522.0303372789826
Li7Ti3(GeO6)2,Ti3+,Ge4+,Li1+,O2-,1522.0303372789826
Li7Pb2O15,O1-,Pb4+,Li1+,O1-,1522.0688271894712
Li7In2(AgO4)3,Ag1+,In1+,Li1+,O1-,1527.2727181110486
Na3Li7(CoO6)2,Na1+,Co1+,Li1+,O1-,1527.286002072779
Li7Ti3(SeO6)2,Ti1+,Se1+,Li1+,O1-,1530.8433413121695
Li7Ti3(SeO6)2,Ti3+,Se2-,Li1+,O1-,1530.8433413121695
Li7Ti3(SeO6)2,Ti3+,Se4+,Li1+,O2-,1530.8433413121695
Li7Zn3(CuO6)2,Zn1+,Cu1+,Li1+,O1-,1531.358286274062
Li7Ag3(PbO6)2,Ag3+,Pb4+,Li1+,O2-,1531.8333707342974
Li7Zn3(NiO6)2,Zn1+,Ni1+,Li1+,O1-,1531.9074417315537
Li7Ca2Zn3O12,Zn1+,Ca1+,Li1+,O1-,1534.2053625521992
Li7Zn3(ClO6)2,Zn1+,Cl7+,Li1+,O2-,1534.8285487385783
Li7Zn3(ClO6)2,Zn1+,Cl1+,Li1+,O1-,1534.8285487385783
Li7Y3(AuO6)2,Y1+,Au1+,Li1+,O1-,1539.518010624603
Li7V3(AuO6)2,V5+,Au1+,Li1+,O2-,1541.3953146731988
Li7V3(AuO6)2,V1+,Au1+,Li1+,O1-,1541.3953146731988
Li7Mn5O12,Mn5+,Mn1+,Li1+,O2-,1541.9181525259496
Li7Mn5O12,Mn1+,Mn7+,Li1+,O2-,1541.9181525259496
Li7Mn5O12,Mn1+,Mn1+,Li1+,O1-,1541.9181525259496
Li7Mn5O12,Mn3+,Mn4+,Li1+,O2-,1541.9181525259496
Li7Zr3(AuO6)2,Zr1+,Au1+,Li1+,O1-,1547.6386792928733
Li7Ti2Zn3O12,Zn1+,Ti1+,Li1+,O1-,1551.18161838492
Li7Fe3(PbO6)2,Fe3+,Pb4+,Li1+,O2-,1556.8483387776125
Li7Fe3(PbO6)2,Fe1-,Pb4+,Li1+,O1-,1556.8483387776125
Li7In2(FeO4)3,Fe5+,In1+,Li1+,O2-,1558.4187428694718
Li7In2(FeO4)3,Fe1+,In1+,Li1+,O1-,1558.4187428694718
Li7Zn3(BO6)2,Zn1+,B1+,Li1+,O1-,1562.1555626522595
Li3MnO4,Mn1+,Li1+,Li1+,O1-,1562.2924864504803
Li3MnO4,Mn5+,Li1+,Li1+,O2-,1562.2924864504803
Li7Co2(AgO4)3,Ag1+,Co1+,Li1+,O1-,1570.773773313861
Li7Co2(AgO4)3,Ag3+,Co4+,Li1+,O2-,1570.773773313861
Li7Mn3Zn2O12,Mn5+,Zn1+,Li1+,O2-,1576.3943094627314
Li7Mn3Zn2O12,Mn1+,Zn1+,Li1+,O1-,1576.3943094627314
Li5MnO6,Li1+,Mn7+,Li1+,O2-,1576.4304886819718
Li5MnO6,Li1+,Mn1+,Li1+,O1-,1576.4304886819718
Li7Mn3Be2O12,Mn1+,Be1+,Li1+,O1-,1579.5838313544402
Li7Mn3Be2O12,Mn5+,Be1+,Li1+,O2-,1579.5838313544402
Li7Co2O15,O1-,Co4+,Li1+,O1-,1580.2903639536025
Li7Mn3(GaO6)2,Mn1+,Ga1+,Li1+,O1-,1581.5188785675193
Li7Mn3(GaO6)2,Mn5+,Ga1+,Li1+,O2-,1581.5188785675193
Li7Cd2In3O12,In1+,Cd1+,Li1+,O1-,1582.0574477579835
Li7Mn3(GeO6)2,Mn7+,Ge2-,Li1+,O2-,1584.8929602960052
Li7Mn3(GeO6)2,Mn5+,Ge1+,Li1+,O2-,1584.8929602960052
Li7Mn3(GeO6)2,Mn3+,Ge4+,Li1+,O2-,1584.8929602960052
Li7Mn3(GeO6)2,Mn1+,Ge1+,Li1+,O1-,1584.8929602960052
Li7Mn3(GeO6)2,Mn3+,Ge2-,Li1+,O1-,1584.8929602960052
Li7Y2Cd3O12,Cd1+,Y1+,Li1+,O1-,1589.116181383743
Li7Ca3In2O12,Ca1+,In1+,Li1+,O1-,1591.4728059862161
Li7Mn3(SeO6)2,Mn3+,Se4+,Li1+,O2-,1591.9635345076274
Li7Mn3(SeO6)2,Mn5+,Se1+,Li1+,O2-,1591.9635345076274
Li7Mn3(SeO6)2,Mn7+,Se2-,Li1+,O2-,1591.9635345076274
Li7Mn3(SeO6)2,Mn1+,Se1+,Li1+,O1-,1591.9635345076274
Li7Mn3(SeO6)2,Mn3+,Se2-,Li1+,O1-,1591.9635345076274
Li7Mn2Zn3O12,Zn1+,Mn7+,Li1+,O2-,1592.6418732439201
Li7Mn2Zn3O12,Zn1+,Mn1+,Li1+,O1-,1592.6418732439201
Li7Zr2Cd3O12,Cd1+,Zr1+,Li1+,O1-,1595.280856253538
Li7V2Cd3O12,Cd1+,V1+,Li1+,O1-,1596.1065229474714
Li7Ti3(PbO6)2,Ti3+,Pb4+,Li1+,O2-,1597.5132384850726
Li7Mg2In3O12,In1+,Mg1+,Li1+,O1-,1599.1236716906246
Na2Li7In3O12,In1+,Na1+,Li1+,O1-,1603.7055121359813
Li7Ti3In2O12,Ti1+,In1+,Li1+,O1-,1611.3853514599145
Li7In3(AgO6)2,In3+,Ag4+,Li1+,O2-,1612.1988055999088
Li7In3(AgO6)2,In1+,Ag1+,Li1+,O1-,1612.1988055999088
Li2O2,Li1+,Li1+,Li1+,O1-,1619.4966086031632
Li7Fe3(CoO6)2,Fe5+,Co1+,Li1+,O2-,1621.445917105895
Li7Fe3(CoO6)2,Fe1+,Co1+,Li1+,O1-,1621.445917105895
Li7Fe3(CoO6)2,Fe3+,Co4+,Li1+,O2-,1621.445917105895
Li5ZnO6,Li1+,Zn1+,Li1+,O1-,1621.7207246530525
Li7In3(SO6)2,In3+,S4+,Li1+,O2-,1622.240488456072
Li7In3(SO6)2,In1+,S1+,Li1+,O1-,1622.240488456072
Li7In3(SO6)2,In3+,S2-,Li1+,O1-,1622.240488456072
Li3ZnO4,Zn1+,Li1+,Li1+,O1-,1622.3999797643073
Li7Zn5O12,Zn1+,Zn1+,Li1+,O1-,1623.3386913327251
Li7Y2Mg3O12,Mg1+,Y1+,Li1+,O1-,1625.929475795659
Li7Zn3(GaO6)2,Zn1+,Ga1+,Li1+,O1-,1627.4810291594247
Li5GaO6,Li1+,Ga1+,Li1+,O1-,1627.7104983225597
Li7In3O14,In3+,O2-,Li1+,O1-,1628.7132965097792
Li7In3(SiO6)2,In3+,Si4+,Li1+,O2-,1629.9640925956887
Li7In3(SiO6)2,In3+,Si2-,Li1+,O1-,1629.9640925956887
Li7In3(SiO6)2,In1+,Si1+,Li1+,O1-,1629.9640925956887
Li7Zn3(GeO6)2,Zn1+,Ge1+,Li1+,O1-,1630.2123669528326
Li5GeO6,Li1+,Ge1+,Li1+,O1-,1631.6165817683955
Li7Al2In3O12,In1+,Al1+,Li1+,O1-,1632.1408044590048
Li7Mg3Zr2O12,Mg1+,Zr1+,Li1+,O1-,1635.0355323234858
Na3Li7Y2O12,Na1+,Y1+,Li1+,O1-,1635.0450448645988
Li7Zn3(SeO6)2,Zn1+,Se1+,Li1+,O1-,1635.9462865974765
Li7In3(NO6)2,In3+,N4+,Li1+,O2-,1636.05102510867
Li7In3(NO6)2,In3+,N2-,Li1+,O1-,1636.05102510867
Li7In3(NO6)2,In1+,N1+,Li1+,O1-,1636.05102510867
Li7Mn3(PbO6)2,Mn3+,Pb4+,Li1+,O2-,1637.786260275273
Li7Be2Zn3O12,Zn1+,Be1+,Li1+,O1-,1637.949672243655
Li7Y2(AgO4)3,Ag1+,Y1+,Li1+,O1-,1638.0391487232887
Li5SeO6,Li1+,Se1+,Li1+,O1-,1639.7066889756532
Li7In3(CO6)2,In3+,C4+,Li1+,O2-,1643.497173983573
Li7In3(CO6)2,In3+,C2-,Li1+,O1-,1643.497173983573
Li7In3(CO6)2,In1+,C1+,Li1+,O1-,1643.497173983573
Li7In3(FeO6)2,In3+,Fe4+,Li1+,O2-,1643.8878648899317
Li7In3(FeO6)2,In1+,Fe1+,Li1+,O1-,1643.8878648899317
Li7In3(FeO6)2,In3+,Fe2-,Li1+,O1-,1643.8878648899317
Li7Zr2(AgO4)3,Ag1+,Zr1+,Li1+,O1-,1644.0125555762113
Li7Zr2(AgO4)3,Ag3+,Zr4+,Li1+,O2-,1644.0125555762113
Li7Mg3V2O12,Mg1+,V1+,Li1+,O1-,1644.0972531512277
Na3Li7Zr2O12,Na1+,Zr1+,Li1+,O1-,1644.138229737444
Li5BeO6,Li1+,Be1+,Li1+,O1-,1644.850305248061
Li7Cd3(PO6)2,Cd1+,P1+,Li1+,O1-,1648.112633505544
Li7V2(AgO4)3,Ag3+,V4+,Li1+,O2-,1650.7495187423974
Li7V2(AgO4)3,Ag1+,V1+,Li1+,O1-,1650.7495187423974
Sr3Li7(AuO6)2,Sr1+,Au1+,Li1+,O1-,1652.1279784793333
Na3Li7V2O12,Na1+,V1+,Li1+,O1-,1655.0693077770468
Li7In3(CuO6)2,In1+,Cu1+,Li1+,O1-,1656.4598558288437
Li7In3(CuO6)2,In3+,Cu4+,Li1+,O2-,1656.4598558288437
Li7In3(NiO6)2,In3+,Ni4+,Li1+,O2-,1658.6216292631511
Li7In3(NiO6)2,In1+,Ni1+,Li1+,O1-,1658.6216292631511
Li7Mn3In2O12,Mn5+,In1+,Li1+,O2-,1662.9125412804358
Li7Mn3In2O12,Mn1+,In1+,Li1+,O1-,1662.9125412804358
Li7In3(SnO6)2,In3+,Sn4+,Li1+,O2-,1664.3388358105951
Li7Cd2(CoO4)3,Co5+,Cd1+,Li1+,O2-,1665.6601877306757
Li7Cd2(CoO4)3,Co1+,Cd1+,Li1+,O1-,1665.6601877306757
Li7Ca2In3O12,In1+,Ca1+,Li1+,O1-,1667.4997121122426
Li7Ca3(CoO6)2,Ca1+,Co1+,Li1+,O1-,1668.4460098505435
Li7In3(ClO6)2,In3+,Cl4+,Li1+,O2-,1669.861776949653
Li7In3(ClO6)2,In1+,Cl7+,Li1+,O2-,1669.861776949653
Li7In3(ClO6)2,In1+,Cl1+,Li1+,O1-,1669.861776949653
Li7Ti2In3O12,In3+,Ti4+,Li1+,O2-,1677.7294695783203
Li7Ti2In3O12,In1+,Ti1+,Li1+,O1-,1677.7294695783203
Sr2Li7Cd3O12,Cd1+,Sr1+,Li1+,O1-,1678.7464305291742
Li7Cr3(AuO6)2,Cr1+,Au1+,Li1+,O1-,1686.9637944830138
Li7Cr3(AuO6)2,Cr5+,Au1+,Li1+,O2-,1686.9637944830138
Li7Ti3(CoO6)2,Ti3+,Co4+,Li1+,O2-,1689.2090422814636
Li7Ti3(CoO6)2,Ti1+,Co1+,Li1+,O1-,1689.2090422814636
Li7Sc3(AuO6)2,Sc1+,Au1+,Li1+,O1-,1690.8401704927667
Li7Zr2O15,O1-,Zr4+,Li1+,O1-,1695.0777664077991
Li7Zn3In2O12,Zn1+,In1+,Li1+,O1-,1698.8181131223866
Li7Y2(FeO4)3,Fe5+,Y1+,Li1+,O2-,1701.4441572449787
Li7Y2(FeO4)3,Fe1+,Y1+,Li1+,O1-,1701.4441572449787
Li7In3(BO6)2,In1+,B1+,Li1+,O1-,1701.4817957728255
Li7Co3(AgO6)2,Co5+,Ag1+,Li1+,O2-,1704.9829826940738
Li7Co3(AgO6)2,Co3+,Ag4+,Li1+,O2-,1704.9829826940738
Li7Co3(AgO6)2,Co1+,Ag1+,Li1+,O1-,1704.9829826940738
Li7Ag3(PO6)2,Ag3+,P4+,Li1+,O2-,1707.3727938523064
Li7Ag3(PO6)2,Ag3+,P2-,Li1+,O1-,1707.3727938523064
Li7Ag3(PO6)2,Ag1+,P1+,Li1+,O1-,1707.3727938523064
Li7Mn2In3O12,In1+,Mn1+,Li1+,O1-,1707.7707183013326
Li7Mn2In3O12,In3+,Mn4+,Li1+,O2-,1707.7707183013326
Li7Mn2In3O12,In1+,Mn7+,Li1+,O2-,1707.7707183013326
Li7Cr2Cd3O12,Cd1+,Cr1+,Li1+,O1-,1708.4543527841538
Li7Zr2(FeO4)3,Fe5+,Zr1+,Li1+,O2-,1708.4984018634432
Li7Zr2(FeO4)3,Fe1+,Zr1+,Li1+,O1-,1708.4984018634432
Li7Zr2(FeO4)3,Fe1-,Zr4+,Li1+,O1-,1708.4984018634432
Li7Zr2(FeO4)3,Fe3+,Zr4+,Li1+,O2-,1708.4984018634432
Li7Sc2Cd3O12,Cd1+,Sc1+,Li1+,O1-,1711.8852097328074
Li7V2O15,O1-,V4+,Li1+,O1-,1717.1064459702761
Li7Mg2(CoO4)3,Co5+,Mg1+,Li1+,O2-,1720.4805630926548
Li7Mg2(CoO4)3,Co1+,Mg1+,Li1+,O1-,1720.4805630926548
Li5InO6,Li1+,In1+,Li1+,O1-,1724.4877594194188
Na2Li7(CoO4)3,Co1+,Na1+,Li1+,O1-,1727.409159686455
Na2Li7(CoO4)3,Co5+,Na1+,Li1+,O2-,1727.409159686455
Li7V2(FeO4)3,Fe1-,V4+,Li1+,O1-,1727.4839224796658
Li7V2(FeO4)3,Fe1+,V1+,Li1+,O1-,1727.4839224796658
Li7V2(FeO4)3,Fe3+,V4+,Li1+,O2-,1727.4839224796658
Li7V2(FeO4)3,Fe5+,V1+,Li1+,O2-,1727.4839224796658
Li7Zn2In3O12,In1+,Zn1+,Li1+,O1-,1728.7432957492038
Sr2Li7(AgO4)3,Ag1+,Sr1+,Li1+,O1-,1729.4915342258112
Li7In3(GaO6)2,In1+,Ga1+,Li1+,O1-,1730.7828320403137
Li7In3(GeO6)2,In1+,Ge1+,Li1+,O1-,1732.1345974839858
Li7In3(GeO6)2,In3+,Ge2-,Li1+,O1-,1732.1345974839858
Li7In3(GeO6)2,In3+,Ge4+,Li1+,O2-,1732.1345974839858
Li7In3(SeO6)2,In1+,Se1+,Li1+,O1-,1734.99052027192
Li7In3(SeO6)2,In3+,Se2-,Li1+,O1-,1734.99052027192
Li7In3(SeO6)2,In3+,Se4+,Li1+,O2-,1734.99052027192
Li7In3(PbO6)2,In3+,Pb4+,Li1+,O2-,1735.87265109505
Li7Mg3(PO6)2,Mg1+,P1+,Li1+,O1-,1737.8213128682848
Li7Co3(SO6)2,Co5+,S1+,Li1+,O2-,1747.7347393758484
Li7Co3(SO6)2,Co3+,S4+,Li1+,O2-,1747.7347393758484
Li7Co3(SO6)2,Co1+,S1+,Li1+,O1-,1747.7347393758484
Li7Co3(SO6)2,Co3+,S2-,Li1+,O1-,1747.7347393758484
Li7Mn3(CoO6)2,Mn5+,Co1+,Li1+,O2-,1748.5875620323404
Li7Mn3(CoO6)2,Mn1+,Co1+,Li1+,O1-,1748.5875620323404
Li7Mn3(CoO6)2,Mn3+,Co4+,Li1+,O2-,1748.5875620323404
Li3InO4,In1+,Li1+,Li1+,O1-,1748.6167504680957
Li7Ca3Y2O12,Ca1+,Y1+,Li1+,O1-,1750.2387465873785
Na3Li7(PO6)2,Na1+,P1+,Li1+,O1-,1750.968301107384
Li7Y3Cd2O12,Y1+,Cd1+,Li1+,O1-,1756.2656006838233
Li7Ca3Zr2O12,Ca1+,Zr1+,Li1+,O1-,1757.4907714843928
Li7Be2In3O12,In1+,Be1+,Li1+,O1-,1759.4774755424753
Li7Co3(SiO6)2,Co3+,Si2-,Li1+,O1-,1760.3019782150532
Li7Co3(SiO6)2,Co1+,Si1+,Li1+,O1-,1760.3019782150532
Li7Co3(SiO6)2,Co3+,Si4+,Li1+,O2-,1760.3019782150532
Li7Co3(SiO6)2,Co5+,Si1+,Li1+,O2-,1760.3019782150532
Li7Al2(CoO4)3,Co5+,Al1+,Li1+,O2-,1763.863482232219
Li7Al2(CoO4)3,Co1+,Al1+,Li1+,O1-,1763.863482232219
Li7Zr3Cd2O12,Zr1+,Cd1+,Li1+,O1-,1764.204873721677
Sr2Li7Mg3O12,Mg1+,Sr1+,Li1+,O1-,1764.2273478377233
Li7Fe2(CoO4)3,Co5+,Fe1+,Li1+,O2-,1764.960713990283
Li7Fe2(CoO4)3,Co3+,Fe4+,Li1+,O2-,1764.960713990283
Li7Fe2(CoO4)3,Co1-,Fe4+,Li1+,O1-,1764.960713990283
Li7Fe2(CoO4)3,Co1+,Fe1+,Li1+,O1-,1764.960713990283
Li7Cr2(AgO4)3,Ag1+,Cr1+,Li1+,O1-,1765.2163514855204
Li7Cr2(AgO4)3,Ag3+,Cr4+,Li1+,O2-,1765.2163514855204
Li7Y2Ti3O12,Ti1+,Y1+,Li1+,O1-,1765.3862284639033
Li7Co3O14,Co3+,O2-,Li1+,O1-,1765.5954516350184
Li7Co3(SnO6)2,Co3+,Sn4+,Li1+,O2-,1767.4003763763462
Li7Sc2(AgO4)3,Ag1+,Sc1+,Li1+,O1-,1769.9405768164165
Li7Zr2Ti3O12,Ti3+,Zr4+,Li1+,O2-,1772.215249207241
Li7Zr2Ti3O12,Ti1+,Zr1+,Li1+,O1-,1772.215249207241
Li7Zr2Ti3O12,Ti1-,Zr4+,Li1+,O1-,1772.215249207241
Na3Sr2Li7O12,Na1+,Sr1+,Li1+,O1-,1774.516877561372
Li7Co3(NO6)2,Co5+,N1+,Li1+,O2-,1776.9200717968524
Li7Co3(NO6)2,Co1+,N1+,Li1+,O1-,1776.9200717968524
Li7Co3(NO6)2,Co3+,N2-,Li1+,O1-,1776.9200717968524
Li7Co3(NO6)2,Co3+,N4+,Li1+,O2-,1776.9200717968524
Li7In5O12,In1+,In1+,Li1+,O1-,1777.7040464737984
Li7Co3(CuO6)2,Co1+,Cu1+,Li1+,O1-,1777.9789832297615
Li7Co3(CuO6)2,Co5+,Cu1+,Li1+,O2-,1777.9789832297615
Li7Co3(CuO6)2,Co3+,Cu4+,Li1+,O2-,1777.9789832297615
Li7Co3(NiO6)2,Co5+,Ni1+,Li1+,O2-,1783.023882671265
Li7Co3(NiO6)2,Co3+,Ni4+,Li1+,O2-,1783.023882671265
Li7Co3(NiO6)2,Co1+,Ni1+,Li1+,O1-,1783.023882671265
Li7Zn3(CoO6)2,Zn1+,Co1+,Li1+,O1-,1786.8762559084566
Li7Ca3V2O12,Ca1+,V1+,Li1+,O1-,1786.9477376977752
Li7Co3(CO6)2,Co5+,C1+,Li1+,O2-,1788.468453901821
Li7Co3(CO6)2,Co3+,C4+,Li1+,O2-,1788.468453901821
Li7Co3(CO6)2,Co3+,C2-,Li1+,O1-,1788.468453901821
Li7Co3(CO6)2,Co1+,C1+,Li1+,O1-,1788.468453901821
Li7Y3(AgO6)2,Y1+,Ag1+,Li1+,O1-,1791.836674290792
Li7Y3(AgO6)2,Y3+,Ag4+,Li1+,O2-,1791.836674290792
Li7V3Cd2O12,V5+,Cd1+,Li1+,O2-,1798.5868605072283
Li7V3Cd2O12,V1+,Cd1+,Li1+,O1-,1798.5868605072283
Li7Zr3(AgO6)2,Zr1+,Ag1+,Li1+,O1-,1799.5358829087922
Li7Zr3(AgO6)2,Zr3+,Ag4+,Li1+,O2-,1799.5358829087922
Li7Ti3V2O12,Ti3+,V4+,Li1+,O2-,1802.6966830280305
Li7Ti3V2O12,Ti1+,V1+,Li1+,O1-,1802.6966830280305
Li7Ca2(CoO4)3,Co5+,Ca1+,Li1+,O2-,1804.2026890208022
Li7Ca2(CoO4)3,Co1+,Ca1+,Li1+,O1-,1804.2026890208022
Li7Fe3(PO6)2,Fe5+,P1+,Li1+,O2-,1809.426386616767
Li7Fe3(PO6)2,Fe3+,P4+,Li1+,O2-,1809.426386616767
Li7Fe3(PO6)2,Fe3+,P2-,Li1+,O1-,1809.426386616767
Li7Fe3(PO6)2,Fe1+,P1+,Li1+,O1-,1809.426386616767
Li7Co3(ClO6)2,Co3+,Cl4+,Li1+,O2-,1809.9654559597357
Li7Co3(ClO6)2,Co1+,Cl7+,Li1+,O2-,1809.9654559597357
Li7Co3(ClO6)2,Co5+,Cl1+,Li1+,O2-,1809.9654559597357
Li7Co3(ClO6)2,Co1+,Cl1+,Li1+,O1-,1809.9654559597357
Li7Ti2(CoO4)3,Co3+,Ti4+,Li1+,O2-,1813.6246426313746
Li7Ti2(CoO4)3,Co5+,Ti1+,Li1+,O2-,1813.6246426313746
Li7Ti2(CoO4)3,Co1+,Ti1+,Li1+,O1-,1813.6246426313746
Li7Ti2(CoO4)3,Co1-,Ti4+,Li1+,O1-,1813.6246426313746
Li7Y2Mn3O12,Mn5+,Y1+,Li1+,O2-,1815.8906557890168
Li7Y2Mn3O12,Mn1+,Y1+,Li1+,O1-,1815.8906557890168
Sr2Li7(FeO4)3,Fe1+,Sr1+,Li1+,O1-,1817.6430535927707
Sr2Li7(FeO4)3,Fe5+,Sr1+,Li1+,O2-,1817.6430535927707
Li7Zr2Mn3O12,Mn5+,Zr1+,Li1+,O2-,1822.0749137265957
Li7Zr2Mn3O12,Mn3+,Zr4+,Li1+,O2-,1822.0749137265957
Li7Zr2Mn3O12,Mn1+,Zr1+,Li1+,O1-,1822.0749137265957
Li7Zr2Mn3O12,Mn1-,Zr4+,Li1+,O1-,1822.0749137265957
Li7Hf2(AgO4)3,Ag3+,Hf4+,Li1+,O2-,1825.1424392866245
Li7P2O15,O1-,P4+,Li1+,O1-,1825.8107572217764
Li7Mg3Cr2O12,Mg1+,Cr1+,Li1+,O1-,1827.331916921964
Li7Y3Mg2O12,Y1+,Mg1+,Li1+,O1-,1830.9389685169665
Li7Co3(PbO6)2,Co3+,Pb4+,Li1+,O2-,1831.4239412172976
Li7Co3(PbO6)2,Co1-,Pb4+,Li1+,O1-,1831.4239412172976
Li7Mg3Sc2O12,Mg1+,Sc1+,Li1+,O1-,1837.1599867433013
Na2Li7Y3O12,Y1+,Na1+,Li1+,O1-,1837.266692859093
Li7Cd3(AsO6)2,Cd1+,As1+,Li1+,O1-,1838.557642622338
Na3Li7Cr2O12,Na1+,Cr1+,Li1+,O1-,1839.996294189792
Li7Mg2Zr3O12,Zr1+,Mg1+,Li1+,O1-,1840.44111716233
Li7V3(AgO6)2,V1+,Ag1+,Li1+,O1-,1841.4400154184411
Li7V3(AgO6)2,V3+,Ag4+,Li1+,O2-,1841.4400154184411
Li7V3(AgO6)2,V5+,Ag1+,Li1+,O2-,1841.4400154184411
Li7Y3(SnO6)2,Y3+,Sn4+,Li1+,O2-,1844.1888456069944
Na2Li7Zr3O12,Zr1+,Na1+,Li1+,O1-,1846.734907653146
Li7Y2Zn3O12,Zn1+,Y1+,Li1+,O1-,1847.0051259439801
Li7Mn2(CoO4)3,Co1-,Mn4+,Li1+,O1-,1849.5732860810976
Li7Mn2(CoO4)3,Co1+,Mn1+,Li1+,O1-,1849.5732860810976
Li7Mn2(CoO4)3,Co1+,Mn7+,Li1+,O2-,1849.5732860810976
Li7Mn2(CoO4)3,Co3+,Mn4+,Li1+,O2-,1849.5732860810976
Li7Mn2(CoO4)3,Co5+,Mn1+,Li1+,O2-,1849.5732860810976
Na3Li7Sc2O12,Na1+,Sc1+,Li1+,O1-,1850.3678407681155
Li7Y3(SO6)2,Y1+,S1+,Li1+,O1-,1850.904458808281
Li7Y3(SO6)2,Y3+,S4+,Li1+,O2-,1850.904458808281
Li7Y3(SO6)2,Y3+,S2-,Li1+,O1-,1850.904458808281
Li7Zr3(SnO6)2,Zr3+,Sn4+,Li1+,O2-,1851.1815928175038
Li7Zr2Zn3O12,Zn1+,Zr1+,Li1+,O1-,1852.6427247717738
Li7Y3(FeO6)2,Y3+,Fe4+,Li1+,O2-,1857.7010176379213
Li7Y3(FeO6)2,Y3+,Fe2-,Li1+,O1-,1857.7010176379213
Li7Y3(FeO6)2,Y1+,Fe1+,Li1+,O1-,1857.7010176379213
